Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Sopek	Virtual_b04_OTF_Open_Warp	prewarp_82	PreWarp	82 P	ENT	univ	Personnel		Vulcan	OFFICER	7	7	8					[22][AU][Cmd]		Vulcan; Captain; Male;				Typical Vulcan captain. V'Shar agent working for the High Command. Spied on by Shran. Led a rescue mission on Coridan. Often patrols the Klaestron sector.			OFFICER V'Shar Leadership Diplomacy Computer Skill
Soval	Virtual_b04_OTF_Open_Warp	prewarp83	PreWarp	83 P	ENT		Personnel		Vulcan	V.I.P.	5	9	7					[22][AU][Cmd]		Vulcan; Ambassador; Male;				Vulcan ambassador to Earth. Has liaised between the High Command and many alien nations. Thought it was "a mistake" to return Klaang to Qo'noS alive.			V.I.P. Diplomacy Law Leadership x 2 Anthropology DL/ {Team of Ambassadors}
Strom	Virtual_b04_OTF_Open_Warp	prewarp_84	PreWarp	84 P	ENT	univ	Personnel		Vulcan	MEDICAL	6	8	7					[22][AU][Stf]		Vulcan; Male;				Typical Vulcan doctor. Attended an Interspecies Medical Exchange conference on Dekendi III. Diagnosed T'Pol from residue on a PADD.			MEDICAL Exobiology SCIENCE Computer Skill DL/ {Vulcan PADD}
T'Lam	Virtual_b04_OTF_Open_Warp	prewarp_85	PreWarp	85 P	ENT	univ	Personnel		Vulcan	SECURITY	5	7	8					[22][AU][Stf]		Vulcan; Female; Support Personnel;				Typical Vulcan High Command security advisor. She contacted T'Pol in 2152 regarding the fugitive Menos. Expert in the Vulcan martial art suus mahna.			SECURITY Computer Skill Transporter Skill
T'Pol (Pre-Warp Pack)	Virtual_b04_OTF_Open_Warp	prewarp_86	PreWarp	86 P	ENT		Personnel		Vulcan	SCIENCE	6	8	8					[22][AU][Cmd]		Vulcan; Female;				Vulcan aide to Soval. She thinks humans are not yet ready for space exploration. Tasked by the High Command to act as Jonathan Archer's first officer.			SCIENCE Stellar Cartography Computer Skill x 2 Anthropology DL/ {Vulcan Tricorder} DL/ {Vulcan Database}
Valrik	Virtual_b04_OTF_Open_Warp	prewarp_87	PreWarp	87 P	ENT	univ	Personnel		Vulcan	ENGINEER	6	8	5					[22][AU]		Vulcan; Dissident; Male; Syrranite;				Representative of subspace geometry consultants. Vulcan who observed the early NX Program tests on Earth. He later joined the Syrranites as a dissident.			ENGINEER Astrophysics Stellar Cartography Diplomacy DL/ {Warp Core Breach} (tripling requirements).
D'kyr	Virtual_b04_OTF_Open_Warp	prewarp_88	PreWarp	88 P	ENT	univ	Ship		Vulcan	D'kyr Class	7	7	7					[22][AU]	[Cmd][Stf] 	Ship with a Skill; Tractor Beam; Vulcan ship;				22nd-century mainstay of the Vulcan fleet. Combat cruiser tasked to ferry Phlox and T'Pol home after Enterprise was temporarily recalled in 2152.			Tractor Beam, SCIENCE
Comm Officer Sato *VP	Virtual_OTF_Open_Warp	terran_40	VP	69 P	ENT		Personnel		Starfleet	OFFICER	2	8	6					[22][AU][Cmd][MU][TE]		Human; Emperor; Empress; Female;		(Hoshi Sato)	Starship Defiant	Hoshi Sato seized command of the Starship Defiant and declared herself Empress of the Terran Empire.			OFFICER Treachery x 2 Anthropology Computer Skill Doubles {Male's Love Interest}.
Lwaxana Troi (20th Anniversary) *VP	Virtual_OTF_Open_Warp	158VP	VP	158 VP	DS9		Personnel		Federation	V.I.P.	8	8	2							Betazoid; Ambassador; Deep Space 9-related personnel; Female;				Female Betazoid ambassador who visited DS9 several times. Suffered the effects of Zanthi fever in 2371. Romantically involved with Jeyal and Odo.		Jeyal;Odo	V.I.P. Empathy x 2 Diplomacy Honor DL/ {Odo} (even from your discard pile).
Neelix *VP	Trad_Virtual_OTF_Open_Warp	202VP	VP	202 VP	VOY		Personnel		Non-Aligned/Federation	CIVILIAN	6	7	5					[DQ][Stf]		Talaxian; Ambassador; Cook; Male;		Neelix		Talaxian jack-of-all-trades. Has served on a Trabalian freighter, mining colony, and Voyager. Serves as cook, morale officer, guide, and sometimes ambassador.	War Council		CIVILIAN Anthropology Navigation Diplomacy ENGINEER Geology
Orb of Wisdom *VP	Trad_Virtual_OTF_Open_Warp	176VP	VP	176 VP	DS9		Artifact													Equipment-artifacts; Orb artifact;				Acquired by Zek from one of his contacts on Cardassia III. The Grand Nagus used the Orb to contact the Prophets, then sold it to the Bajoran government at a substantial profit.			Use as Equipment card. Your personnel here are each INTEGRITY +3. Each turn, one of your cards played here plays for free if your [Orb] personnel present. (Not duplicatable.)
Edo Probe *VP	Trad_Virtual_OTF_Open_Warp	177VP	VP	177 VP	TNG		Dilemma	[S/P]						-10										When the Federation tried to contact the pre-industrial society on Rubicun III, the Edo Probe demanded in ship-shuddering tones that Jean-Luc Picard "State the purpose!"			Abandon mission attempt until any player completes a different mission OR continue but lose points if you do not solve mission this turn.
Undetected Beam-In *VP	Trad_Virtual_OTF_Open_Warp	178VP	VP	178 VP	ENT		Dilemma	[S/P]													Drone;			Cybernetic life forms from a commandeered Earth research transport were able to beam aboard Enterprise without being identified. This led to a nasty surprise for her crew.			Opponent may download to this location up to 4 Borg drones or {Rogue Borg Mercenaries} (they do not battle now). Nullify dilemma with {Shelby} OR 4 SECURITY.
The Traveler: Transcendence *VP	Trad_Virtual_OTF_Open_Warp	179VP	VP	179 VP	TNG		Event																	Benevolent humanoid from Tau Alpha C who could transcend space and time with thought.			Place beside any player's draw deck. That player must draw one extra card at the end of each turn. Also, while in play, nullifies {Static Warp Bubble}. (Not cumulative.)
Evade Patrolling Squadron *VP	Virtual_OTF_Open_Warp	180VP	VP	180 VP		univ	Mission	[S]	[FED][NON][FER]					30	Badlands Region	Mirror	5			Asymmetric mission; Badlands Region;	Badlands Region;			Use natural phenomena to hide from pursuing vessels.			Navigation x2 + SCIENCE + CUNNING>30 When seeded, you may download {Navigate Plasma Storms}. Opponent's side: No Gametext.
Commandeer Ship *VP	Trad_Virtual_OTF_Open_Warp	181VP	VP	181 VP	TSfS		Objective													Infiltration-related card;	Infiltrator;						Plays on your Computer Skill personnel who is aboard opponent's empty ship (except a Borg cube). That personnel commandeers ship and, while objective in play, may meet up to three of its staffing icons. OR Seeds or plays on table. Opponent may not return to hand any ship which has your personnel aboard as an intruder or infiltrator.
Bareil *VP	Trad_Virtual_OTF_Open_Warp	182VP	VP	182 VP	DS9		Personnel		Bajoran	CIVILIAN	6	8	6					[KCA][MU][Orb][Stf]		Bajoran; Male; Thief;		(Bareil Antos)		Skilled thief and decryption expert. Bareil Antos was romantically involved with both the Intendant and Kira Nerys, who gave him an Orb experience.		The Intendant;Kira Nerys  The Intendant;Kira Nerys	CIVILIAN Computer Skill x 2 SECURITY Biology Honor Anthropology Treachery DL/ {Any Equipment card}
Penk *VP	Trad_Virtual_OTF_Open_Warp	183VP	VP	183 VP	VOY		Personnel		Non-Aligned	CIVILIAN	2	8	5					[Cmd][DQ]		Norcadian; Male; Tsunkatse-related card;	Tsunkatse-related card;	Penk		Norcadian entertainment producer. Arrogant. Corrupt. Abducts aliens from all over the sector and forces them to fight in the Tsunkatse matches.	War Council		CIVILIAN Acquisition SECURITY Treachery x 2 Greed DL/ Any other card that has "Tsunkatse" in title or lore
Naprem *VP	Trad_Virtual_OTF_Open_Warp	184VP	VP	184 VP	DS9		Ship		Cardassian	K'vort Class	8	7	7						[Stf] 	Bird-of-Prey; Cardassian ship; Cloaking Device; Klingon ship; Tractor Beam;			Dukat	Bird-of-Prey commanded by Dukat. Commandeered near the Cardassian outpost on Korma. Named for Tora Ziyal's mother. Carried Jodmos to Ty'Gokor in 2373.			Cloaking Device, Tractor Beam
Dr. Gillian Taylor* *VP	Trad_Virtual_OTF_Open_Warp	172VPALT	VP	172 VP	TVH		Personnel		Federation/Non-Aligned	CIVILIAN	8	7	5					[AU]		Human; Female;				20th-century marine biologist. Helped Admiral Kirk safely bring George and Gracie to the 23rd century, where she then signed on aboard a Starfleet science vessel.			CIVILIAN May exclude {George and Gracie} from any personnel battle or random selection here. Biology SCIENCE
Kir'Shara	Virtual_b04_OTF_Open_Warp	KirSharaA	llap	1 V	ENT		Artifact											[22][AU]		Vulcan-related Artifact;	Vulcan-related interrupt;			Legendary Vulcan artifact containing Surak's original writings. Thought lost for centuries, its rediscovery led to the Vulcan Reformation and a new period of enlightenment.			Immediately play on table; you may download to hand two interrupts with "Vulcan" in title or lore. Your [FED] missions are worth +5 points if a [Vul] personnel helps solve.
T'Pol Has Some Issues	Virtual_b04_OTF_Open_Warp	llap_02	llap	2 V	ENT		Dilemma	[S/P]																Exposure to large concentrations of Trellium-D in the Delphic Expanse disrupted T'Pol's synaptic pathways. Her loss of emotional control endangered other crew members.			Place on (stops) a personnel present (random selection). End of each turn, they kill another personnel present with lower INTEGRITY (opponent's choice). Cure with 3 SCIENCE.
Espionage: Romulan on Vulcan	Virtual_b04_OTF_Open_Warp	llap_03	llap	3 V	ENT		Event													Romulan espionage;				Romulan spies were everywhere.			Plays on any Vulcan mission. Your Romulan personnel may now attempt this mission. Discard after mission completed.
Espionage: Starfleet on Vulcan	Virtual_b04_OTF_Open_Warp	llap_04	llap	4 V	ENT		Event																	Starfleet routinely gathered intelligence on neighboring civilizations, even ostensibly friendly ones such as the Vulcans.			Plays on any Vulcan mission. Your Starfleet personnel may now attempt this mission. Discard after mission completed.
Espionage: Vulcan on Andorian	Virtual_b04_OTF_Open_Warp	llap_05	llap	5 V	ENT		Event													Vulcan espionage;	Andorian-related mission;			The Vulcan High Command routinely monitored the activity of more emotional and aggressive neighboring species, such as the Andorians, from hidden listening posts.			Plays on any Non-Aligned mission (or any mission with "Andorian" in lore). Your Vulcan personnel may now attempt this mission. Discard after mission completed.
Neuropressure Massage	Virtual_b04_OTF_Open_Warp	llap_06	llap	6 V	ENT		Event														Vulcan;			Vulcan discipline for relaxing the mind and muscles by stimulating neural nodes and pressure points. Charles Tucker III was one of the few outsiders to experience it.			Plays on table. At the end of each of your turns, if all your personnel are Vulcan, you may draw two cards and place one of them beneath draw deck.
Strange New Worlds	Virtual_b04_OTF_Open_Warp	llap_07	llap	7 V	ENT		Event											[Sch]						The Vulcans approached exploration of other cultures through passive observation and impassionate logic. The High Command encouraged other cultures to adopt similar policies.			Plays on a mission. (Unique.) Opponent's mission attempts here must use the following requirements: Anthropology + Diplomacy + Law + INTEGRITY>32
Temper Advancements	Virtual_b04_OTF_Open_Warp	llap_08	llap	8 V	ENT		Event											[2][HA]						Alarmed by the rapid pace at which Starfleet was venturing into deep space, the Vulcan High Command sought to curb humanity's potentially dangerous progress.			Once per game, seeds or plays on table. Each non-[Vul] personnel or ship enters play stopped.
Cautionary Tale	Virtual_b04_OTF_Open_Warp	llap_09	llap	9 V	ENT		Incident																				Seeds or plays on table. If you have three [Vul] personnel in play, your {Abandon Mission}, {Gaps in Normal Space}, {Q-Net}, and {Subspace Warp Rift} gain [Sch] and are unique (even if not in play; if you have multiple in play, discard down to one copy of each). OR Plays to download a [Sch] card (once per game per card title), then discard incident.
IDIC: Courage of the V'Shar	Virtual_b04_OTF_Open_Warp	llap_10	llap	10 V	ENT		Incident														Vulcan espionage;						Plays on table. Your [Vul] personnel may attempt Alpha Quadrant missions requiring SECURITY. When you play (but not download) a Vulcan espionage card, you may draw up to two cards. Once each turn, you may place an Espionage card from hand beneath your deck to download a different Espionage card to hand.
IDIC: Power of the High Command	Virtual_b04_OTF_Open_Warp	IDICPoweroftheHighCommandB	llap	11 V	ENT		Incident																				Plays on table. Your [Vul] personnel may attempt Alpha Quadrant missions requiring OFFICER. Once each turn, when you play (but not download) a [Sch] card, if you have at least four [Vul] personnel in play, you may draw up to two cards OR (once per game) download to hand a [Vul] ship and its matching commander.
IDIC: Wisdom of Surak	Virtual_b04_OTF_Open_Warp	IDICWisdomofSurakA	llap	12 V	ENT		Incident														Dissident; Syrranite; Vulcan;						Plays on table. Your [Vul] personnel may attempt Alpha Quadrant missions requiring Honor. When you play a Vulcan Dissident as your normal card play, you may draw a card. Once per game, you may download {Seek Hidden Reliquary}. Once per game, your Syrranite may use Honor as if it were any other regular skill (lasts until end of turn).
Only Logical	Virtual_b04_OTF_Open_Warp	llap_13	llap	13 V	TWOK		Incident							-7													Plays on your mission (lose points). When attempting this mission, while at least four Vulcans are in crew or Away Team, name a card before each unexamined seed card is revealed. If it is the card you named, nullify it. (Unique.)
The Katra of Surak	Virtual_b04_OTF_Open_Warp	llap_14	llap	14 V	ENT		Incident																				Plays on your [Vul] personnel. (Unique.) This personnel gains Archaeology. Your Vulcan personnel present gain Honor, are attributes all +1, and may ignore their Treachery. At the start of your turn (or when this personnel is killed), if Mindmeld present, may transfer to your other personnel present.
The Secret of P'Jem	Virtual_b04_OTF_Open_Warp	llap_15	llap	15 V	ENT		Incident																				Seeds or plays on table. Your {Espionage: Vulcan on Andorian} may target [FED] missions (except {Vulcan}). Your Espionage cards targeting a mission you seeded may not be nullified by opponent's cards. Once each turn, when you complete a mission targeted by an Espionage card, you may download {File Mission Report}.
Thorough Debriefing	Virtual_b04_OTF_Open_Warp	llap_16	llap	16 V	ENT		Incident											[Sch]									Plays between two adjacent missions if you have three [Vul] personnel in play. Just after an opponent's personnel at an adjacent mission uses a regular skill to solve a mission, overcome a dilemma, or cure a dilemma, they are stopped. (Unique.)
You're Not Ready	Virtual_b04_OTF_Open_Warp	llap_17	llap	17 V	ENT		Incident											[Sch]									Plays between two adjacent missions if you have three [Vul] personnel in play. Opponent may not begin mission attempts at adjacent missions with fewer than nine personnel. (Unique.)
Accept Ambassadorial Invitation	Virtual_b04_OTF_Open_Warp	llap_18	llap	18 V			Mission	[P]	[ROM][KLI][VID][HIR][VUL]					40		Alpha	5							Seize rare opportunity to study xenophobic race and their silk production process.			Geology + Exobiology + Diplomacy + V.I.P. + (CUNNING>33 OR {Environmental Suit})
Assemble Fleet	Virtual_b04_OTF_Open_Warp	llap_19	llap	19 V			Mission	[S]	[ROM][KLI][NON][VUL]					35		Alpha	3			Andorian-related mission;				Coordinate forces at staging ground beyond the range of Andorian listening posts.			OFFICER + Leadership + (Treachery x2 OR Honor x2) + (any Intelligence OR {Shran})
Attend Ambassadorial Banquet	Virtual_b04_OTF_Open_Warp	llap_20	llap	20 V			Mission	[P]	[KLI][FER][STA]					35		Alpha	3			Andorian-related mission;				Accept invitation to visit Tellarite capital for annual dinner at Andorian embassy.			Diplomacy x2 + Exobiology + OFFICER Solving player may download {Ambassador Gral} here.
Cultural Observation II	Virtual_b04_OTF_Open_Warp	llap_21_A,llap_21_B	llap	21 V			Mission	[P]	[STA][VUL]					25		Alpha	4			Mission II;				Aid observation of primitive society.			Anthropology + Leadership + STRENGTH>30 WORMHOLE: You may move your staffed ship between here and any other location if that location is a [Wmh] mission OR by playing one {Wormhole} interrupt there. Then flip this mission over.
Cultural Observation II (back)	Virtual_b04_OTF_Open_Warp	llap_21_B,llap_21_A	llap	21 V			Mission	[P]	[STA][VUL]					25		Alpha	4			Mission II;				Aid observation of primitive society.			Anthropology + Leadership + STRENGTH>30 If you have a staffed ship here, you may play {Long-Range Scan} here to "detect Wormhole" (flip mission over).
Explore Delphic Expanse	Virtual_b04_OTF_Open_Warp	llap_22	llap	22 V		univ	Mission	[S]	[KLI][FER][VUL]					25	Delphic Expanse Region	Alpha	3			Delphic Expanse Region;	Delphic Expanse Region;			Study remnants of old regional barrier.			SCIENCE + Navigation + Stellar Cartography x2
Intercept Dignitary	Virtual_b04_OTF_Open_Warp	llap_23	llap	23 V			Mission	[S]	[KLI][NON][STA][VUL]					35		Alpha	3			Asymmetric mission; Capturing-related card;				Seize influential figure from enemy vessel.			OFFICER + SECURITY + Navigation x2 When you solve, you may nullify a [Sch] card. Opponent's side: [ROM][NON][CAR][FER]  Acquisition + SECURITY + Treachery x2 *+5 points if you have a captive. Points: [35*]
Locate Telepaths	Virtual_b04_OTF_Open_Warp	llap_24	llap	24 V			Mission	[P]	[ROM][DOM][STA]					35*		Alpha	3			Andorian-related mission;	Aenar; Breen;			Seek out secretive Andorian subspecies living in the Northern Wastes.			Geology x2 + Biology + (Honor x2 OR Empathy) *+5 if an Aenar, a Breen, or {Shran} present.
Medical Conference	Virtual_b04_OTF_Open_Warp	llap_25	llap	25 V			Mission	[P]	[KLI][VUL]					40		Alpha	3							Present research at annual Interspecies Medical Exchange convention.			MEDICAL x2 + SCIENCE + Biology + (Honor OR Mindmeld) + CUNNING>38
Rebuild Monastery	Virtual_b04_OTF_Open_Warp	llap_26	llap	26 V			Mission	[P]	[FED][KLI][BAJ]					35		Alpha	2			Andorian-related mission;	Priest; Vedek;			Restore ancient Vulcan sanctuary destroyed during Andorian espionage incident.			Archaeology x2 + Geology + ENGINEER + (Priest OR Vedek OR {Koroth} OR INTEGRITY>30)
Repatriate Citizen	Virtual_b04_OTF_Open_Warp	llap_27	llap	27 V			Mission	[P]	[STA][VUL]					35		Alpha	4			Homeworld;				Return warrior found at distant crash site to the Klingon homeworld.			Diplomacy x2 + Anthropology + Exobiology + (OFFICER OR V.I.P.)
Study Xenophobic Tendencies	Virtual_b04_OTF_Open_Warp	llap_28	llap	28 V			Mission	[P]	[CAR][VUL]					35		Alpha	2				Shape-shifter; Suliban;			Observe shift in government policies towards anti-immigration stance.			Anthropology + Leadership + Exobiology + no Suliban + no shape-shifter
Seek Hidden Reliquary	Virtual_b04_OTF_Open_Warp	SeekHiddenReliquaryA	llap	29 V	ENT		Objective							X							Vulcan-related Artifact;						Plays on your Archaeology personnel (for free if {Tallera} OR {The Katra of Surak} present). Once per game, you may download and seed here an artifact with "Vulcan" in title or lore. When your Away Team including a [Vul] personnel earns {Kir'Shara} here, you may download a [Vul] Honor personnel (X=their printed INTEGRITY; discard objective).
Menos	Virtual_b04_OTF_Open_Warp	llap_30	llap	30 V	ENT		Personnel		Non-Aligned/Vulcan	ENGINEER	4	7	7					[22][AU][Stf]		Vulcan; Male;				Surgically altered Vulcan. Former V'Shar operative turned smuggler after prolonged exposure to criminal activities. Has an air of mystique about him.			ENGINEER Smuggling Exobiology V'Shar (if [Vul]). Treachery Excluded from "opponent's choice" selections.
Menos*	Virtual_b04_OTF_Open_Warp	llap_30_ALT	llap	30 V	ENT		Personnel		Vulcan/Non-Aligned	ENGINEER	4	7	7					[22][AU][Stf]		Vulcan; Male;				Surgically altered Vulcan. Former V'Shar operative turned smuggler after prolonged exposure to criminal activities. Has an air of mystique about him.			ENGINEER Smuggling Exobiology V'Shar (if [Vul]). Treachery Excluded from "opponent's choice" selections.
Ambassador V'Lar	Virtual_b04_OTF_Open_Warp	llap_31	llap	31 V	ENT		Personnel		Vulcan	V.I.P.	9	8	5					[22][AU]		Vulcan; Ambassador; Dissident; Female;				Noted dignitary with a distinguished career. Gathered evidence against Mazarite criminals who later pursued her. Dissident against the V'Las regime.			V.I.P. Diplomacy Honor Law SECURITY
Charles Tucker III (Live Long and Prosper)	Virtual_b04_OTF_Open_Warp	llap_32	llap	32 V	ENT		Personnel		Vulcan/Starfleet	CIVILIAN	9	6	6					[22][AU][Stf]		Human; Male;				Human engineer. Guest at the wedding of T'Pol and Koss, despite being romantically involved with T'Pol. Experienced in Vulcan neuropressure massage.		T'Pol	CIVILIAN ENGINEER Physics Computer Skill x 2 Honor x 2 DL/ {Neuropressure Massage}
Charles Tucker III (Live Long and Prosper)*	Virtual_b04_OTF_Open_Warp	llap_32_ALT	llap	32 V	ENT		Personnel		Starfleet/Vulcan	CIVILIAN	9	6	6					[22][AU][Stf]		Human; Male;				Human engineer. Guest at the wedding of T'Pol and Koss, despite being romantically involved with T'Pol. Experienced in Vulcan neuropressure massage.		T'Pol	CIVILIAN ENGINEER Physics Computer Skill x 2 Honor x 2 DL/ {Neuropressure Massage}
Jonathan Archer (Live Long and Prosper)	Virtual_b04_OTF_Open_Warp	llap_33	llap	33 V	ENT		Personnel		Vulcan/Starfleet	OFFICER	8	8	7					[22][AU][Cmd]		Human; Captain; Male;				Human captain who accompanied T'Pol into The Forge. Became embroiled in Vulcan politics and mysticism when he carried the katra of Surak.			OFFICER Leadership Archaeology Exobiology Honor DL/ {The Katra of Surak} (if [Vul]).
Jonathan Archer (Live Long and Prosper)*	Virtual_b04_OTF_Open_Warp	llap_33_ALT	llap	33 V	ENT		Personnel		Starfleet/Vulcan	OFFICER	8	8	7					[22][AU][Cmd]		Human; Captain; Male;				Human captain who accompanied T'Pol into The Forge. Became embroiled in Vulcan politics and mysticism when he carried the katra of Surak.			OFFICER Leadership Archaeology Exobiology Honor DL/ {The Katra of Surak} (if [Vul]).
Koss	Virtual_b04_OTF_Open_Warp	llap_34	llap	34 V	ENT		Personnel		Vulcan	ENGINEER	8	6	8					[22][AU]		Vulcan; Male;				Vulcan architect briefly married to T'Pol. Helped to reinstate T'Les to her academy position. He aided Jonathan Archer's quest to return the Kir'Shara.		T'Pol	ENGINEER Geology Archaeology Honor Physics DL/ {Going to the Top}
Minister Kuvak	Virtual_b04_OTF_Open_Warp	llap_35	llap	35 V	ENT		Personnel		Vulcan	V.I.P.	4	7	6					[22][AU]		Vulcan; Male; Minister;				Member of the High Command. He questioned the aggressive policies towards Syrranites and Andorians. Deposed V'Las after the recovery of the Kir'Shara.			V.I.P. Honor Law Leadership Once each turn, while you examine opponent's hand, draw a card.
Minister T'Pau	Virtual_b04_OTF_Open_Warp	llap_36	llap	36 V	ENT		Personnel		Vulcan	CIVILIAN	8	7	6					[22][AU][Cmd]		Vulcan; Dissident; Female; Minister; Syrranite;				Former dissident and Syrranite leader. Found the Kir'Shara with Jonathan Archer. In her hands, it was used to initiate reform of the Vulcan government.			CIVILIAN Leadership Youth Mindmeld SECURITY Archaeology Geology
Oratt	Virtual_b04_OTF_Open_Warp	llap_37	llap	37 V	ENT		Personnel		Vulcan	MEDICAL	4	9	7					[22][AU][Stf]		Vulcan; Male;				Senior physician working for the Vulcan High Command. Refused to share data on Pa'nar Syndrome. Suspended Yuris for his revelations.			MEDICAL Leadership Biology x 2 Treachery Thrice per game, may stop to examine opponent's hand.
Sedis	Virtual_b04_OTF_Open_Warp	llap_38	llap	38 V	ENT	univ	Personnel		Vulcan	OFFICER	6	6	7					[22][AU][Cmd]		Vulcan; Male;			Sh'Raan	Characteristic of Vulcan officers serving the High Command. He commanded the Sh'Raan during an encounter with Mazarite forces in 2152.			OFFICER Navigation Physics Honor Transporter Skill MEDICAL
Sinam	Virtual_b04_OTF_Open_Warp	llap_39	llap	39 V	ENT		Personnel		Vulcan	CIVILIAN	8	7	7					[22][AU]		Vulcan; Male; Priest;	Vulcan espionage;			High priest at the P'Jem Sanctuary. He was recruited by the Vulcan High Command to keep the secret monitoring station there concealed from visitors.			CIVILIAN Anthropology x 2 V'Shar SCIENCE SECURITY Biology DL/ Any Vulcan Espionage card
Smolek	Virtual_b04_OTF_Open_Warp	llap_40	llap	40 V	ENT	univ	Personnel		Vulcan	SECURITY	6	7	6					[22][AU][Stf]		Vulcan; Male;				Typical Vulcan commando. He was ordered by the Vulcan High Command to hunt down and exterminate "criminals" hiding in The Forge.			SECURITY Navigation Computer Skill DL/ {Lirpa}
Sodor	Virtual_b04_OTF_Open_Warp	llap_41	llap	41 V	ENT	univ	Personnel		Vulcan	CIVILIAN	6	7	6					[22][AU][Cmd]		Vulcan; Dissident; Male;				Typical junior academic. Former assistant to V'Las. He now studies ancient texts under V'Tal. Dissident who attended Koss and T'Pol's wedding.			CIVILIAN Anthropology Archaeology Geology Youth
Soval (Live Long and Prosper)	Virtual_b04_OTF_Open_Warp	llap_42	llap	42 V	ENT		Personnel		Vulcan	V.I.P.	9	9	5					[22][AU][Cmd]		Vulcan; Ambassador; Dissident; Male;				Former Vulcan ambassador turned dissident. Lost his position after using a mindmeld to investigate the 2154 embassy bombing. Friend of Maxwell Forrest.			V.I.P. Mindmeld Honor Diplomacy Law Computer Skill x 2
Stel	Virtual_b04_OTF_Open_Warp	llap_43	llap	43 V	ENT		Personnel		Vulcan	SECURITY	2	7	7					[22][AU][Cmd]		Vulcan; Assassin; Male;				Chief investigator working for the High Command. Assassin favored by V'Las. He framed the Syrranites for the United Earth Embassy bombing in 2154.			SECURITY Treachery x 2 SECURITY Law Biology DL/ {Thorough Debriefing}
Sulok	Virtual_b04_OTF_Open_Warp	llap_44	llap	44 V	ENT		Personnel		Vulcan	ENGINEER	4	7	6					[22][AU][Stf]		Vulcan; Male; Priest;				Archivist and novice priest at the P'Jem Sanctuary. He sought to attain kolinahr. One of the few Vulcans aware of the concealed monitoring station there.			ENGINEER Computer Skill Geology Archaeology Youth May report for free to {P'Jem Sanctuary}.
Surak	Virtual_b04_OTF_Open_Warp	llap_45	llap	45 V	ENT		Personnel		Vulcan	V.I.P.	12	9	5					[AU]		Vulcan; Male;				Legendary 4th century Vulcan philosopher, scientist, and logician. Father of modern Vulcan civilization. Founded the T'Karath sanctuary. His katra survives.			V.I.P. Leadership x 2 Honor x 2 Diplomacy x 2 Mindmeld x 2 SCIENCE x 2 DL/ {Only Logical}
Syrran	Virtual_b04_OTF_Open_Warp	llap_46	llap	46 V	ENT		Personnel		Vulcan	CIVILIAN	8	7	7					[22][AU][Cmd]		Vulcan; Dissident; Male; Syrranite;				Meaning Desert Wind, the Syrranite leader assumed the name Arev to travel incognito. Pacifist Vulcan dissident, he carried the katra of Surak.			CIVILIAN Leadership Mindmeld Anthropology Archaeology Diplomacy Honor x 2
T'Les	Virtual_b04_OTF_Open_Warp	llap_47	llap	47 V	ENT		Personnel		Vulcan	SCIENCE	6	7	6					[22][AU][Cmd]		Vulcan; Dissident; Female; Syrranite;				Mother of T'Pol. Former instructor at the Vulcan Science Academy, forcibly retired following T'Pol's actions at P'Jem. Dissident who became a Syrranite.			SCIENCE Honor Biology Anthropology SCIENCE Exobiology DL/ {IDIC Medallion}
T'Mer	Virtual_b04_OTF_Open_Warp	llap_48	llap	48 V	ENT	univ	Personnel		Vulcan	MEDICAL	7	7	6					[22][AU]		Vulcan; Dissident; Female; Nurse; Support Personnel; Syrranite;				Representative of Vulcan medical assistants. Nurse and dissident who became a Syrranite. She dislikes the harsh conditions in The Forge. Has a pet sehlat.			MEDICAL Biology Exobiology
T'Mik	Virtual_b04_OTF_Open_Warp	llap_49	llap	49 V	ENT		Personnel		Vulcan	ENGINEER	5	7	7					[22][AU][Cmd]		Vulcan; Captain; Female;			D'kyr	Captain of the D'kyr. Dutiful servant of the Vulcan High Command. She ordered her ship to rendezvous with Enterprise in 2152.			ENGINEER Leadership Law Diplomacy Archaeology DL/ {Life-form Scan}
Talma	Virtual_b04_OTF_Open_Warp	llap_50	llap	50 V	ENT	univ	Personnel		Vulcan	V.I.P.	5	8	6					[22][AU]		Vulcan; Male;				Typical Vulcan warp theorist. Assigned by the High Command to observe the NX Program. He considered the human engine design to be unsound.			V.I.P. SCIENCE ENGINEER DL/ {Temper Advancements}
Tavek	Virtual_b04_OTF_Open_Warp	llap_51	llap	51 V	ENT		Personnel		Vulcan	OFFICER	5	7	8					[22][AU][Cmd]		Vulcan; Captain; Male;			Nyran	Captain of the Nyran. Sent by the High Command to take custody of the prisoner Menos. He delivered a water polo result to the "captain" of Enterprise.			OFFICER ENGINEER Astrophysics V'Shar Navigation
V'Las	Virtual_b04_OTF_Open_Warp	llap_52	llap	52 V	ENT		Personnel		Vulcan/Romulan	V.I.P.	2	8	5					[22][AU][Cmd]		Vulcan; Male; Minister;				Vulcan minister and High Command administrator. He conspired with Talok to eliminate the Syrranites.			V.I.P. Leadership x 2 Treachery x 2 Law Once per game, may discard a Dissident present. DL/ {Orbital Bombardment} DL/ Any [Vul] Treachery personnel
