Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Gilora Rejal 2E (Subspace Researcher)	ban_2E	ST2E-EN01240	SE	240 U			Personnel		Cardassian		6	6	4					[Stf]		Cardassian; Female;		Gilora Rejal		"It has been my experience that... men just don't seem to have a head for this sort of thing. That's why women dominate the sciences."			Astrophysics OR Stellar Cartography ENGINEER Computer Skill SCIENCE While this personnel is facing a dilemma, she gains Physics and SCIENCE.
Gomtuu Shock Wave 2E (Call to Arms)	ban_2E	HMF2_8	CA	12 R	TNG		Dilemma	[S]																Although some creatures have intricate greeting rituals, others will defend themselves violently at the first sign of danger.			Unless 2 Diplomacy and INTEGRITY>32 OR Empathy and INTEGRITY>35 present, all undocked ships at this location are damaged and relocated one location toward far end of spaceline.
Goss 2E (Direct Negotiator)	ban_2E	ST2E-EN07075	SW	75 C			Personnel		Ferengi		3	5	5					[Cmd]		Ferengi; Male;		Goss		"We can handle all the pleasantries later. Now, let's get down to business. I'll match anyone's best offer, and add the gold on top of it."			Acquisition MEDICAL OFFICER Treachery While you have six or more cards in hand, this personnel gains Diplomacy, Transporter Skill, and Treachery.
Gowron 2E (Sole Leader of the Empire)	ban_2E	ST2E-EN00012	X	12 P			Personnel		Klingon		6	5	8					[Cmd]		Klingon; Chancellor; Male;	Klingon;	Gowron	I.K.S. Bortas	"By right and tradition, I am the sole leader. All who oppose me are traitors." Commander: I.K.S. Bortas. Chancellor			Honor Law Leadership x 2 SECURITY When your Honor Klingon present is about to be stopped or killed by a dilemma, you may discard a Treachery Klingon from hand to prevent that. You may do this only once each turn.
Grathon Tolar 2E (Hologram Forger)	ban_2E	ST2E-EN01328	SE	328 U			Personnel		Non-Aligned		2	7	3							Alien; Male;		Grathon Tolar		"I cannot tell you how grateful I am, captain. The Klingons were going to execute me tomorrow. Of course, they say that every day. It's one of the little games they like to play."			ENGINEER Exobiology Computer Skill x 2 Treachery x 2
Graviton Ellipse 2E	ban_2E	ST2E-EN01028	SE	28 R			Dilemma	[S]			-2	-2	-2											"According to the Federation database, it travels through subspace, emerging occasionally without warning."			Unless you have (Astrophysics OR Stellar Cartography), Engineer, and Physics OR Shields + unused RANGE this turn>13, all your personnel are stopped and this dilemma is placed on your ship.
Graviton Wave 2E	ban_2E	ST2E-EN03013	CA	13 C			Dilemma	[S]																"Our best guess is that the tetryon field reacted to the probe's shielding, producing a massive graviton wave."			Unless you have Astrophysics or Stellar Cartography + Physics + CUNNING>32 OR Biology + MEDICAL x2, randomly select a SCIENCE personnel to be killed.
Grimp 2E (Pessimist)	ban_2E	ST2E08078	BG	78 U			Personnel		Ferengi		5	5	5							Ferengi; Male; Waiter;		Grimp		"The FCA has ears everywhere."			Acquisition Computer Skill Transporter Skill Order - Discard four [Rule] cards from your hand to score 5 points.
Guess Who's Coming to Dinner? 2E	ban_2E	ST2E-EN04015	NE	15 C			Dilemma	[S/P]												Question-related card;				"We must do this again some time."			Choose a personnel who has Diplomacy OR INTEGRITY>6 to be stopped. If you cannot, randomly select a personnel to be killed.
Guingouin 2E (Energize)	ban_2E	maquis_50V	En	171 U	DS9		Ship		Non-Aligned	Condor Class	8	6	6					[Maq]	[Maq][Maq] 				Michael Eddington	Maquis raider commanded by Michael Eddington in retaliatory strikes against Cardassian colonies. Uses many components salvaged from ambushed ships.			Once each turn, may land or take off using 1 RANGE.
Gunboat Diplomacy 2E	ban_2E	ST2E-EN04056	NE	56 C			Event														Jem'Hadar; Vorta;			"...we have you completely surrounded and outnumbered. Would you like something to eat, Captain? Or maybe something to drink?"			Plays in your core (on table). When you play a Vorta, you may choose an opponent to choose one: you may download a Jem'Hadar; or each player scores 5 points.
Haakona 2E (Second Edition)	ban_2E	ST2E-EN01411	SE	411 R			Ship		Romulan	D'deridex Class	7	9	9						[Cmd][Stf][Stf][Stf] 	Cloaking Device; Romulan ship; Tractor Beam;				Romulan warbird sent to investigate the Neutral Zone incursion of two Federation starships in 2365. It covertly pursued one of them to the lost homeworld of the Iconians.			Cloaking Device. Tractor Beam. When you play this ship, you may download {Engage Cloak} or a [Pursuit] card.
Hannah Bates 2E (Biosphere Expert)	ban_2E	ST2E-EN04160	NE	160 C			Personnel		Non-Aligned		4	7	5							Human; Female; genetically enhanced;		Hannah Bates		"All of us in this colony have been living in the dark ages. It's like we're victims of a 200-year-old joke. Until you came, all we could see was to the wall of our biosphere. Suddenly our eyes have been opened to the infinite possibilities."			ENGINEER Physics Computer Skill SCIENCE
Hard Time 2E (Reflections 2.0)	ban_2E	emissary_08	R2	6 P			Dilemma	[S/P]																Argrathi criminal remediation relies on false memories of imprisonment. After being accused of espionage, Miles O'Brien received a memory of a 20-year incarceration.			One personnel (random selection) is returned to hand; X = the number of [*] on that personnel. To get past requires at least X personnel remaining.
Head to Head 2E (Energize)	ban_2E	crossover_11	En	11 R	TUC		Dilemma	[P]																When the Chameloid Martia took the form of Captain Kirk on Rura Penthe, the warden of the penal colony was unsure who was the escapee and who was the doppelganger.			Player with most points chooses one personnel to be killed. If tied, two personnel killed (random selection) and Away Team stopped until end of next turn.
Heart of Glory 2E (Energize)	ban_2E	tng_18V	En	45 C			Event							5X										Disillusioned with a modern Klingon society corrupted by the illusion of peace, Korris and Konmel sought to live their lives like true Klingons.			Plays on your Klingon (for free if {Korris} or {Konmel}). X varies, where X=number of personnel this Klingon stuns or mortally wounds (limit three). (Unique.)
Helpless 2E (Reflections 2.0)	ban_2E	SoG_3	R2	7 P	TNG		Dilemma	[P]												Q-related dilemma;				Banished from the Continuum, Q lamented his transformation into a "normal, imperfect, lumpen human being."			One Away Team member is chosen (random selection). If that personnel does not have a skill in mission requirements, that personnel and one other personnel (random selection) are "stopped" (even if playing Borg).
Hired Muscle 2E	ban_2E	ST2E-EN02012	En	12 U			Dilemma	[S/P]																"The FCA's involved now. And those Nausicaans working for Brunt aren't just for show."			Unless you have Acquisition x2 OR choose to discard three cards from hand, your opponent chooses a [Non] personnel to be placed on top of his or her owner's deck.
Hiren 2E (Romulan Praetor)	ban_2E	ST2E-EN01359	SE	359 U			Personnel		Romulan		4	5	3							Romulan; Male; Praetor;		Hiren		"Senators, are there any others who wish to speak?" Praetor.			Archaeology Astrophysics OR Stellar Cartography Diplomacy Law Treachery When you play this personnel, you may download {Prejudice and Politics}.
History Repeats Itself 2E (Call to Arms)	ban_2E	HF6_09	CA	14 C	TOS		Dilemma	[P]																The Melkotians, a race of xenophobic telepaths, could project powerful hallucinations into the minds of trespassers in their territory, drawn from the historical images in their minds.			Randomly select three personnel (or six personnel if more than nine personnel present). If any of those personnel has Anthropology, all three of them are "stopped".
Hoshi Sato 2E (Straight and Steady)	ban_2E	SAS_44V	BG	103 U	ENT		Personnel		Starfleet	SCIENCE	8	7	5					[22][AU][Stf]		Human; Cook; Female;		Hoshi Sato		Uneasy educator recruited to be Captain Archer's communications officer. Fluent in countless languages. Capable relief cook.			SCIENCE Music Anthropology Geology Computer Skill Exobiology DL/ {We're Ready}
Host Metaphasic Shielding Test 2E (Second Edition)	ban_2E	tng_39V	SE	172 S			Mission	[S]	[FED][KLI][NON][FER]					40		Alpha	4			Test mission;				Test revolutionary shield design within star's superdense corona.			Diplomacy + ENGINEER + Navigation + SCIENCE When you solve, may download {Metaphasic Shields} here.
I.K.S. Lukara 2E	ban_2E	ST2E-EN01400	SE	400 U			Ship		Klingon	K'Vort Class	7	8	7						[Stf][Stf][Stf] 	Cloaking Device; Klingon ship; Tractor Beam;		I.K.C. Lukara		"...this is our last chance. If we cannot reach the Albino, we can at least die an honorable death trying to reach him."			Cloaking Device. Tractor Beam While your [Kli] personnel at this mission is in personnel battle, you may add this ship's Weapons to your total Strength.
I.K.S. Maht-H'a 2E	ban_2E	ST2E-EN01401	SE	401 R			Ship		Klingon	Vor'cha Class	8	9	8						[Cmd][Stf][Stf][Stf] 	Cloaking Device; Klingon ship; Tractor Beam;		I.K.C. Maht-H'a		Attack cruiser that competed to solve an archaeological puzzle uncovered by Federation scientist Richard Galen. The ship's captain was less than pleased with the outcome of the chase.			Cloaking Device. Tractor Beam. While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills.
I.K.S. Pagh 2E (The Next Generation)	ban_2E	tng_99V	CA	206 R			Ship		Klingon	K'Vort Class	7	7	6						[Stf] 	Bird-of-Prey; Cloaking Device; Klingon ship; Tractor Beam;		I.K.S. Pagh	Kargan	Klingon Defense Force Bird-of-Prey commanded by Kargan. Tritanium hull plating attracted subatomic bacteria in 2365.			Cloaking Device, Tractor Beam In battle, draw an extra Tactic.
I.K.S. Qam-Chee 2E	ban_2E	ST2E-EN02174	En	174 R			Ship		Klingon	Vor'cha Class	8	9	9						[Cmd][Stf][Stf][Stf] 	Cloaking Device; Klingon ship; Tractor Beam;		I.K.C. Qam-Chee		Like the battleground where Kahless and Lukara withstood the attack of five hundred warriors, this ship is where the chancellor stands against new enemies of the Klingon Empire.			Cloaking Device. Tractor Beam. While this ship is at an opponent's mission, if this ship is staffed, each of your opponent's personnel and ships at this mission is attributes -1.
Ikat'ika 2E (Honorable Warrior)	ban_2E	ST2E-EN03155	CA	155 R			Personnel		Dominion		8	5	9					[Cmd][GQ][KW]		Jem'Hadar; Male;		Ikat'ika		"I yield. I cannot defeat this Klingon. All I can do is kill him. And that no longer holds my interest."			Anthropology Biology Honor Leadership OFFICER While this personnel is attempting a mission, you may make him attributes +2. If you do this, he is killed at the end of this turn. You may do this only once each turn.
In the Way 2E	ban_2E	ST2E-EN04017	NE	17 C			Dilemma	[P]																"I was driving starships while your great grandfather was still in diapers. I'd think you'd be grateful for some help!"			Randomly select a personnel. If that personnel has a skill listed in this mission's requirements (or any alternate requirements listed in game text you are using to attempt it), he or she is stopped.
Inside Collaborators 2E	ban_2E	ST2E-EN03015	CA	15 S			Dilemma	[S/P]																"...how did a Reman get to be Praetor? I don't get it."			Unless you have a personnel who has Diplomacy x2 or a personnel who has Treachery x2, your opponent chooses a Diplomacy or Treachery personnel to be stopped. If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Investigate Destruction 2E (Strange New Worlds)	ban_2E	tng_41V	SW	49 U			Mission	[S]	[FED][ROM]					30	Neutral Zone Region	Alpha	3			Neutral Zone Region;	Neutral Zone Region;			Seek cause of missing outposts.			Stellar Cartography + Diplomacy + OFFICER OR Navigation + SECURITY + Treachery
Investigate Maquis Activity 2E (Energize)	ban_2E	HMF4_14	En	100 U			Mission	[P]	[FED][CAR][BAJ][DOM]					30*	Demilitarized Zone Region	Alpha	2			Demilitarized Zone Region;	Demilitarized Zone Region;			Confer with colonial leaders about recent tensions.			Diplomacy + Leadership x2 + STRENGTH>37 + no [Maq] *+5 if this is your first completed mission.
Investigate Stalled Ship 2E	ban_2E	ST2E08057	BG	57 U			Mission	[S]	[STA]					35		Alpha	4							Board derelict and investigate status.			(Astrophysics x2 OR Stellar Cartography x2 OR Astrophysics + Stellar Cartography) + SCIENCE x2 + CUNNING>34 OR Diplomacy x2 + OFFICER x2 + INTEGRITY>32 Any affiliation may attempt and complete this mission using these requirements: Biology + OFFICER + Treachery x2 + STRENGTH>36.
Invidium Leak 2E (Second Edition)	ban_2E	engage_6	SE	31 C	TNG		Dilemma	[S]																A broken container of invidium disrupted the U.S.S. Enterprise's systems in 2366 before it was rendered inert by Geordi La Forge and Reginald Barclay.			Cannot get past unless crew has 3 ENGINEER OR a personnel with CUNNING>7 and MEDICAL OR a personnel with CUNNING>7 and Physics.
Ixtana'Rax 2E (Honored Elder)	ban_2E	ST2E-EN06047ab	R2	47 P			Personnel		Dominion		6	6	8					[Cmd][GQ][KW]		Jem'Hadar; Male;		Ixtana'Rax		"It must be gratifying for an 'Elder,' to end his career with a victory."			Anthropology Astrophysics OR Stellar Cartography Honor Leadership Navigation OFFICER When this personnel uses one of his skills to complete a mission, he is killed.
Romulan Intelligence Network 2E	ban_2E	ST2E-EN01110	SE	110 U			Event																	"What do you know of this human? .... I have received intelligence indicating he's on his way here."			Plays in your core (on table). At the start of each of your turns, if you have a [Rom] personnel at an opponent's planet mission, you may examine the top two cards of that opponent's deck. Place one of those cards on the bottom of that deck and the other one on top. (Unique).
Rovaran 2E	ban_2E	ST2E-EN00023	X	23 P			Ship		Romulan	D'deridex Class	7	9	9						[Cmd][Stf][Stf][Stf] 	Cloaking Device; Romulan ship; Tractor Beam;	Maneuver card;			Flagship of the Romulan forces during the final battles of the Dominion War.			Cloaking Device. Tractor Beam. When you win an ship battle involving this ship, you may examine the loser's hand and choose a card to be removed from the game. Order - Discard a Maneuver card from hand to begin an ship battle involving this ship.
Rule Of Acquisition #102 2E	ban_2E	ST2E08041	BG	41 U			Event											[Rule]						"Nature decays, but latinum lasts forever."			Decay: 3. (When there are three cards on this event, destroy it.) To play this event, you must have three [Fer] personnel in play. Plays on table. At the end of each of your turns, place the top card of your deck on this event. Order - Discard a card placed on this event to draw a card.
Rusot 2E (Things Past)	ban_2E	27-VP_rusot	NE	122 U			Personnel		Cardassian	OFFICER	4	6	7					[Cmd]		Cardassian; Cardassian resistance; Dissident; Gul; Male; Terok Nor-related personnel;		Rusot		A proud nationalist, Gul Rusot joined Damar's underground resistance movement. Served on Terok Nor. Dissident.	Central Command		OFFICER Biology Geology Treachery If with {Damar}, gains Leadership and SECURITY.
Ruwon 2E (Homefront II)	ban_2E	HMF2_48	CA	197 R	DS9		Personnel		Romulan	SECURITY	3	6	6					[Cmd]		Romulan; Deep Space 9-related personnel; Male;		Ruwon	Kilhra	Intelligence analyst sent to retrieve information on the Dominion threat. Secretly commanded the Kilhra to destroy Deep Space 9.	Continuing Committee		SECURITY Exobiology Tal Shiar Leadership Treachery Diplomacy
Sakonna 2E (Gunrunner)	ban_2E	ST2E-EN02158	En	158 R			Personnel		Non-Aligned		4	7	6					[Maq][Stf]		Vulcan; Female;		Sakonna		"Do you propose to lecture me on logic?"			Acquisition ENGINEER Physics Treachery Order - This personnel gains one skill from one of your captives. She keeps this skill until the start of your next turn. You may do this only once each turn.
Salvage Borg Ship 2E (Call to Arms)	ban_2E	tng_44V	CA	103 S			Mission	[P]	[FED][ROM][KLI][CAR][FER]					35*	Argolis Cluster Region	Alpha	3			Argolis Cluster Region; Asymmetric mission;	Argolis Cluster Region; Borg ship;			Study wreckage and crew member of lost scout.			Astrophysics + ENGINEER + MEDICAL + Computer Skill * +10 if a [Bor] card in play. Opponent's side: Your Borg ships may report with crew here. Points: [35]
Sarina 2E (Call to Arms)	ban_2E	metamorphosis_47	CA	181 U	DS9		Personnel		Federation	CIVILIAN	8	8	8							Human; Deep Space 9-related personnel; Female; genetically enhanced;				Genetically enhanced introvert. She became romantically involved with Julian Bashir on DS9.		Julian Bashir	CIVILIAN Computer Skill Physics SCIENCE Exobiology DL/ {Meditation} (if with {Jack}, {Lauren}, or {Patrick}). Regular skills doubled if with Jack, Lauren, and Patrick.
Scimitar 2E (Predator)	ban_2E	ST2E-EN01413	SE	413 R			Ship		Romulan	Scimitar Class	9	11	10						[Cmd][Cmd][Cmd][Stf][Stf] 	Cloaking Device; Romulan ship; Tractor Beam;				"He would only have built a weapon of such scope for one reason. He's going after Earth."			Cloaking Device. Tractor Beam. When you win an ship battle involving this ship, the loser discards the top card of his or her deck.
Secret Identity 2E (Call to Arms)	ban_2E	emissary_11	CA	26 U			Dilemma	[S/P]																Pel posed as a male waiter in order to bypass Ferengi commerce laws and earn profit. Rom exposed her secret, jealous that she had usurped his position at Quark's side.			One personnel (opponent's choice) is discarded. If you did not seed this dilemma, you may download a personnel of the same affiliation to join crew or Away Team.
Security Drills 2E (Fractured Time)	ban_2E	terran_11	FT	12 P	DS9		Event											[2]			MACO;			In times of crisis, those who wear the uniform have to be prepared for any contingency.			Plays on table. Name a skill (or two skills if you have no cards in hand). Your [DS9][Fed] and MACO personnel may use 2 SECURITY as the named skill(s).
Security Sweep 2E	ban_2E	ST2E-EN03077	CA	77 U			Interrupt																	"Do you know what the Romulans will do to you if they discover who you are?"			To play this interrupt, you must command (have in play) two [Rom] Security personnel. Order - Reveal the top three cards of an opponent's deck. If they are all personnel, score 10 points. Place them in the same order on the bottom of that opponent's deck.
Seeing Double 2E	ban_2E	ST2E-EN07030	SW	30 C			Event														Founder;			"Wait it's me. Odo." "You don't say." Morph.			Choose one: Place your Founder from your headquarters mission aboard a ship; or exchange any number of your [Dom] personnel at your headquarters mission with an equal number of your personnel aboard a ship. Destroy this event.
Sela 2E (Devious Schemer)	ban_2E	ST2E-EN04173	NE	173 R			Personnel		Romulan		2	6	5					[Cmd]		Human/Romulan; Female;		Sela		"Do not be distressed. Your dream of reunification is not dead. It will simply take a different form - the Romulan conquest of Vulcan."	Continuing Committee, Office of the Proconsul		Tal Shiar Leadership OFFICER SECURITY Treachery x 2 While an opponent's SECURITY personnel is at this mission, that opponent must discard a card from hand to use that SECURITY.
Sela 2E (Devious Schemer)*	ban_2E	ST2E-EN00005	Promo	5 P			Personnel		Romulan		2	6	5					[Cmd]		Human/Romulan; Female;		Sela		"...welcome to Romulus. I trust you've enjoyed your visit."	Continuing Committee, Office of the Proconsul		Tal Shiar Leadership OFFICER SECURITY Treachery x 2 While an opponent's Security personnel is at this mission, that opponent must discard a card from hand to use that Security.
Jack 2E (Call to Arms)	ban_2E	metamorphosis_29	CA	175 R	DS9		Personnel		Federation	CIVILIAN	3	10	9							Human; Deep Space 9-related personnel; genetically enhanced; Male;		Jack		Maladjusted misfit and genetically enhanced genius. He visited DS9 with Lauren, Patrick, and Sarina.			CIVILIAN Astrophysics Computer Skill Physics Law DL/ {Telepathic Alien Kidnappers} (if with {Patrick}, {Sarina}, or {Lauren}). Regular skills doubled if with Patrick, Sarina, and Lauren.
Jadzia Dax 2E (Problem Solver)	ban_2E	ST2E-EN04139	NE	139 R			Personnel		Federation		6	7	6					[2eDS9][Stf]		Trill; Male; Trill with symbiont;		Jadzia Dax		"I told you this was gonna be a tough assignment when we came here. Of course, I didn't realize it was going to be this tough."			Astrophysics OR Stellar Cartography Physics Computer Skill SCIENCE When you are about to place an event in your discard pile, you may stop this personnel to place it on the bottom of your deck instead.
Jadzia Dax 2E (Emissary)	ban_2E	emissary_64	SE	266 R	DS9		Personnel		Federation	SCIENCE	7	9	6					[Orb][Stf]		Trill; Deep Space 9-related personnel; Female; Trill with symbiont;		Jadzia Dax		Science officer who reported to Deep Space 9 in 2369. Female Trill joined with the Dax symbiont in 2367. Very different from Curzon.			SCIENCE Astrophysics Stellar Cartography Navigation If in [GQ]: Geology, Physics, Archaeology, Exobiology
Jadzia Dax 2E (Sworn Ally)	ban_2E	ST2E-EN04152	NE	152 R			Personnel		Klingon		6	7	6					[Stf]		Trill; Female; Trill with symbiont;	Klingon;	Jadzia Dax		"No Klingon warrior would leave a comrade behind while he goes off to battle."			Anthropology Diplomacy Physics SCIENCE While this personnel is present with an Honor Klingon, she is attributes +1 and gains Honor.
Jean Hajar 2E (To Boldly Go)	ban_2E	metamorphosis_30	BG	73 C	TNG		Personnel		Federation	SECURITY	5	7	6					[Stf]		Human; Cadet; Female;		Jean Hejar		Nova Squadron navigator. In 2368, she attempted to perform an illegal Kolvoord Starburst maneuver with Wesley Crusher and Sito Jaxa. Talented cadet.			SECURITY Navigation x 2 Transporter Skill Physics Youth Astrophysics DL/ {Space Boomer}
Jean-Luc Picard 2E (Galen)	ban_2E	ST2E-EN06056	R2	56 P			Personnel		Non-Aligned		6	6	6					[Cmd]		Human; Male; Thief;	Thief;	Jean-Luc Picard	Fortune	"Wheels within wheels. I'm starting to forget which side I'm on." Commander: Fortune			Anthropology Archaeology Leadership SCIENCE While an artifact is in your discard pile, each of your Smuggler personnel and Thief personnel is attributes +1.
Jean-Luc Picard 2E (Starship Captain)	ban_2E	ST2E-EN00011	X	11 P			Personnel		Federation		8	6	6					[2eTNG][Cmd]		Human; Male;		Jean-Luc Picard	U.S.S. Enterprise-D	"Let's see what's out there. ... Engage!" Commander: U.S.S. Enterprise-D			Diplomacy Honor Law Leadership Navigation OFFICER Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and SCIENCE until the end of this turn. You may do this only once each turn.
Jean-Luc Picard 2E (Starship Captain)	ban_2E	ST2E-EN00004	Promo	4 P			Personnel		Federation		8	6	6					[2eTNG][Cmd]		Human; Captain; Male;		Jean-Luc Picard	U.S.S. Enterprise-D	"I am Captain Jean-Luc Picard of the Federation starship Enterprise." Commander: U.S.S. Enterprise-D.			Diplomacy Honor Law Leadership Navigation OFFICER Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn.
Jeffrey Pierce 2E (To Boldly Go)	ban_2E	SAS_45V	BG	104 C	ENT		Personnel		Starfleet	SECURITY	6	6	6					[22][AU][Stf]		Human; Male;		Jeffrey Pierce		On the edge of known space, he was one of many Enterprise crew captured by Orion slavers. Did not sell well. Held it together long enough to be rescued.			SECURITY Anthropology Computer Skill Diplomacy
Jem'Hadar Ambush 2E	ban_2E	ST2E-EN03045	CA	45 C			Event													Assault event; Maneuver card;				"Maybe this wasn't such a good idea after all."			Assault. Maneuver. Plays in your core (on table). Order - Destroy this event to begin personnel battle or a ship battle involving your [Dom] personnel. If you win, score 10 points.
Jem'Hadar Strike Force 2E	ban_2E	ST2E-EN03047	CA	47 U			Event													Assault event; Maneuver card;				"All I know is that the Vorta say to do something, and you do it. Because if you do not, they will send in the Jem'Hadar, and then you die."			Assault. Maneuver. Plays in your core (on table). Order - Destroy this event to begin personnel battle or a ship battle involving your [Dom] personnel. If you win, score 10 points and randomly kill an opponent's personnel involved.
Patient Schemer 2E (Second Edition)	ban_2E	metamorphosis_08	SE	331 R	TNG		Event											[Crime][HA]						Many individuals have faked their own death to conduct illicit activities with impunity. In 2369, Jo'Bril used such a ploy in an attempt to steal Dr. Reyga's metaphasic shield technology.			Seeds or plays on table. When your assassin, thief, or {Jo'Bril} is about to be killed by a dilemma, return them to your hand instead.
Jonathan Archer 2E (Homefront III)	ban_2E	HMF3_32	BG	106 R	ENT		Personnel		Starfleet	OFFICER	8	7	8					[22][AU][Cmd]		Human; Captain; Male;			Enterprise	Headstrong captain of the Enterprise NX-01. Son of warp engine designer Henry Archer. Negotiated with Vulcans, Andorians, Xindi, and Orions.			OFFICER Diplomacy ENGINEER Leadership Honor SECURITY DL/ {Reaching Out}
Joseph Sisko 2E (Creole Chef)	ban_2E	ST2E-EN02123	En	123 U			Personnel		Federation		7	5	3					[E]		Human; Male;		Joseph Sisko		"I recognize that look. ... The one that says, 'something's bothering me and I don't know what to do about it.' ... You want to tell me about it?"			Anthropology Biology Honor Each of your [Fed] [DS9] personnel present is attributes +1.
Just Like Old Times 2E	ban_2E	ST2E-EN01092	SE	92 U			Event													Assault event;				"The next time I start getting nostalgic for the old days, shoot me."			Assault. Plays in your core (on table). Order - Destroy this event to begin combat (personnel battle) involving your Bajoran Resistance personnel. If you win, score 15 points.
Justice or Vengeance 2E (Call to Arms)	ban_2E	HF6_11	CA	16 S	VOY		Dilemma	[S/P]																Tuvok performed a mindmeld with Lon Suder hoping to give a sense of order, but received homicidal rage in return.			Unless 2 SECURITY and Anthropology OR Honor, Exobiology, and INTEGRITY>32, opponent chooses: kills one Treachery personnel (random selection) OR kills two [DQ] personnel (random selection).
Kahless 2E (The Next Generation)	ban_2E	tng_82V	En	137 U			Personnel		Klingon	V.I.P.	10	5	8							Klingon; Emperor; Male;		Kahless		"The greatest warrior of them all." Clone of the unforgettable Klingon leader. Fulfilled prophecy. Installed as ceremonial Emperor in 2369.			V.I.P. Honor x 2 Anthropology Leadership x 3 DL/ {Warrior's Birthright}
Kahlest 2E (GhojmoH of Worf)	ban_2E	ST2E-EN01300	SE	300 S			Personnel		Klingon		7	5	3							Klingon; Female;	Klingon;	Kahlest		"My life ended on Khitomer. I served a proud family, a strong house. All that is gone."			Anthropology Honor MEDICAL Each of your other Honor Klingons present is Cunning +1.
Kalandra 2E (Battlefield Surgeon)	ban_2E	ST2E-EN01270	SE	270 U			Personnel		Federation		6	6	4					[E]		Human; Female;		Kalandra		"We do the best we can, considering the circumstances."			Biology Honor Leadership MEDICAL While your other MEDICAL personnel at this mission is facing a dilemma, he or she is attributes +2.
Kamala 2E (Second Edition)	ban_2E	TSTL_43	SE	332 R	TNG		Personnel		Non-Aligned	V.I.P.	7	7	5							Kriosian; Female;		Kamala		The perfect mate, an empathic metamorph. Kriosian mutant romantically involved with Jean-Luc Picard. Dutifully married Alrik despite her bond to Jean-Luc.		Jean-Luc Picard;Alrik	V.I.P. Anthropology x 2 Archaeology Empathy When reported, select any skill present.
Karen Farris 2E (Necessary Evil)	ban_2E	metamorphosis_31	NE	142 C			Personnel		Federation	OFFICER	6	7	6							Human; Cadet; Female;	Cadet;	Karen Farris		Rigorous leader promoted to first officer of the U.S.S. Valiant by Tim Watters. Icy Red Squad cadet. Fiercely loyal to her captain.			OFFICER Stellar Cartography Leadership Youth ENGINEER, Astrophysics (if with another cadet).
Kargan 2E (Rash Captain)	ban_2E	ST2E-EN02139	En	139 R			Personnel		Klingon		5	4	7					[Cmd]		Klingon; Male;	Maneuver card;	Kargan	I.K.S. Pagh	"Although we are on a peaceful mission, we are ready to go into battle instantly. I know I can count on every Klingon warrior in this crew to serve and die in that battle." Commander: I.K.S. Pagh.			Leadership OFFICER Computer Skill When you play this personnel, you may download a Maneuver card.
Karina 2E (Homefront II)	ban_2E	HMF2_47	CA	194 U	DS9		Personnel		Romulan	SCIENCE	3	6	5					[Stf]		Romulan; Deep Space 9-related personnel; Female;		Karina		Intelligence analyst who posed as a diplomat on Deep Space 9 for a briefing on the Dominion. She questioned Kira Nerys' friendship with "the Founder" Odo.	Continuing Committee		SCIENCE Tal Shiar Physics Treachery Transporter Skill
Kathryn Janeway 2E (Clever Captain)**	ban_2E	ST2E-EN0AP06	AP	6 AP			Personnel		Federation		6	6	5					[Cmd][DQ]		Human; Captain; Female;		Kathryn Janeway	Voyager	"My name is Kathryn Janeway, captain of the Federation starship Voyager."			Diplomacy ENGINEER Leadership x 2 SCIENCE
Keevan 2E (Conniving Liar)	ban_2E	ST2E-EN03157	CA	157 U			Personnel		Dominion		2	6	3					[Cmd][GQ]		Vorta; Male;	Jem'Hadar;	Keevan		"This case of white must last until we're rescued - at least ten days, possibly more. I will ration the supply. Don't worry. I am the Vorta. I will take care of you all."			Anthropology Diplomacy Exobiology Geology Treachery x 2 When you play a Jem'Hadar at this mission, you may choose to have each player draw a card.
Kelby 2E (To Boldly Go)	ban_2E	brokenbow_75	BG	107 U	ENT		Personnel		Starfleet	ENGINEER	5	7	5					[22][AU][Cmd]		Human; Male;		Kelby		Arrogant engineer. Believed his promotion to chief engineer of Enterprise was endangered by Charles Tucker III's continued presence.			ENGINEER Computer Skill Transporter Skill Astrophysics DL/ {Divert Power} (unless {any Tucker} present).
Kelly 2E (Relief Tactical Officer)	ban_2E	ST2E-EN02126	En	126 C			Personnel		Federation		5	7	7					[2eTNG][Stf]		Human; genetically enhanced; Male;		Kelly		Events in 2373 sparked investigations at a medical facility at Adigeon Prime. A handful of recipients of accelerated critical neural pathway formation were found to be serving in Starfleet, hiding their uncanny abilities. Genetically Enhanced			ENGINEER Physics SECURITY
