Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Radioactive Garbage Scow (Premiere Traditional)	Trad_Open_Warp	PT45	PT	45 TU	TNG		Dilemma	[S]													Tractor Beam;			Barges containing dangerous waste can be adrift for centuries. One such barge threatened Gamelon V in 2367.			Place on spaceline here. Mission cannot be attempted where present. Ship with Tractor Beam and 2 ENGINEER can tow scow.
Raise the Stakes (Premiere Traditional)	ban	PT89	PT	89 TU	TNG		Event																	Weekly poker game aboard the U.S.S. Enterprise honed the tactical and bluffing skills of many officers.			Your opponent must forfeit the game OR agree the eventual winner may randomly select and keep one card from loser's 60-card deck. (Cumulative.)
Rebel Encounter (Premiere Traditional)	Trad_Open_Warp	PT46	PT	46 TU	TNG		Dilemma	[P]																Belligerent rebels from war-torn worlds often hide out on other planets and can endanger an Away Team.			Kills one Away Team member (random selection) unless STRENGTH>44 OR you bribe rebels first by discarding an Equipment card, if present. Discard dilemma.
Red Alert! (Premiere Traditional)	Trad_Open_Warp	PT90	PT	90 TC	TNG		Event																	The state of maximum crew and systems readiness aboard starships.			Plays on table. In place of your normal card play, you may report for duty any number of Ship, Personnel, and Equipment cards.
Reginald Barclay (Premiere Traditional)	Trad_Open_Warp	PT229	PT	229 TR	TNG		Personnel		Federation	ENGINEER	7	7	5					[Stf]		Human; Male; Mission Specialist;				Lieutenant Reginald Barclay is a talented but socially shy systems diagnostic engineer. Former victim of holodiction. Has phobia of traveling by transporter.			ENGINEER Computer Skill
Relief Mission (Premiere Traditional)	Trad_Open_Warp	PT180	PT	180 TC			Mission	[P]	[ROM][KLI]					20		Alpha	2							Alleviate planet of Ice Age conditions following type-C asteroid impact.			Geology OR Physics
REM Fatigue Hallucinations (Premiere Traditional)	Trad_Open_Warp	PT47	PT	47 TU	TNG		Dilemma	[S/P]						5						MEDICAL-related dilemma;				A crew can go insane from lack of REM (rapid eye movement) sleep.			Entire crew or Away Team dies in the three of your full turns unless 3 MEDICAL present OR ship returns to outpost first.
Repair Mission (Premiere Traditional)	Trad_Open_Warp	PT181	PT	181 TC			Mission	[S]	[FED]					35		Alpha	2							Investigate malfunction of subspace radio telescope.			ENGINEER x3 + Computer Skill
Res-Q (Premiere Traditional)	Trad_Open_Warp	PT91	PT	91 TC	TNG		Event																	Q once saved Captain Jean-Luc Picard's life following an injury from a compressed teryon beam.			Regenerates a card. Exchange this event for any one card from your discard pile.
Restore Errant Moon (Premiere Traditional)	Trad_Open_Warp	PT182	PT	182 TU			Mission	[P]	[FED]					30		Alpha	3							Restore moon knocked off orbit by passage of nearby black hole.			ENGINEER + Astrophysics + Leadership
Richard Galen (Premiere Traditional)	Trad_Open_Warp	PT230	PT	230 TR	TNG		Personnel		Federation	SCIENCE	7	9	2					[Stf]		Human; Male; Professor;				Professor Richard Galen was a mentor to Captain Jean-Luc Picard. Greatest archaeologist of the 24th century. Discoverer of the DNA program.		Captain Jean-Luc Picard	SCIENCE Archaeology x 2 Biology Exobiology
Riva (Premiere Traditional)	Trad_Open_Warp	PT231	PT	231 TU	TNG		Personnel		Federation	V.I.P.	6	8	3							Ramatin; Male; Mission Specialist;				Famed deaf mute mediator from Ramatis III. Spoke with a chorus of three telepaths.			V.I.P. Diplomacy x 2
Ro Laren (Premiere Traditional)	Trad_Open_Warp	PT232	PT	232 TR	TNG		Personnel		Federation	OFFICER	4	7	5					[Stf]		Bajoran; Female;				Ensign Ro Laren is a Bajoran female. Protege of Captain Jean-Luc Picard. Sympathetic to the Maquis. A bit of a renegade.		Captain Jean-Luc Picard	OFFICER Computer Skill Navigation Treachery
Sarek (Premiere Traditional)	Trad_Open_Warp	PT233	PT	233 TR	TNG		Personnel		Federation	V.I.P.	9	10	3					[Cmd]		Vulcan; Ambassador; Male; Support Personnel;				Illustrious Vulcan Federation ambassador. Over 200 years old. Married at least three times: to a Vulcan princess, to Amanda, and to Perrin. Father of Spock.	Office of the President	Amanda;Perrin;Spock	V.I.P. Diplomacy x 3 Mindmeld
Sarjenka (Premiere Traditional)	Trad_Open_Warp	PT48	PT	48 TR	TNG		Dilemma	[P]						5										Alien child from Drema IV. Her radio pleas for help were answered by Lt. Commander Data in violation of the Prime Directive.			Primitive alien begs for help. Ignore her (discard dilemma) OR help her and earn points, but all Away Teams here are "stopped."
Sarthong Plunder (Premiere Traditional)	Trad_Open_Warp	PT183	PT	183 TR			Mission	[P]	[ROM][KLI]					35		Alpha	3							Plunder rich ruins at this famous archaeological site.			Archaeology x2 + STRENGTH>40
Satelk (Premiere Traditional)	Trad_Open_Warp	PT234	PT	234 TR	TNG		Personnel		Federation	OFFICER	8	9	7					[Cmd]		Vulcan; Captain; Male;				Captain Satelk is the Vulcan Starfleet officer who presided over the inquiry into Cadet Joshua Albert's death at the Academy Flight Range in 2368.		Cadet Joshua Albert	OFFICER Leadership Mindmeld Diplomacy
Scan (Premiere Traditional)	Trad_Open_Warp	PT135	PT	135 TC	TNG		Interrupt																	Sensor instruments can detect life signs and molecular signatures at a distance with accuracy.			Glance at all seed cards located under one space mission for twenty seconds.
Secret Salvage (Premiere Traditional)	Trad_Open_Warp	PT184	PT	184 TU			Mission	[S]	[ROM][KLI]					30		Alpha	3							Attempt retrieval of floating Federation wreckage at Borg massacre site.			Treachery x4 OR Navigation x2 + Computer Skill
Seek Life-form (Premiere Traditional)	Trad_Open_Warp	PT185	PT	185 TR			Mission	[S]	[KLI]					40		Alpha	3							Study new spaceborne life-form reported in this system.			Exobiology + Astrophysics + ENGINEER
Sela (Premiere Traditional)	Trad_Open_Warp	PT317	PT	317 TR	TNG		Personnel		Romulan	V.I.P.	6	9	8					[Cmd]		Romulan/Human; Female;				1/2 Romulan, 1/2 Human female. Daughter of alternate timeline Lieutenant Natasha Yar. Powerful operative and key figure in the Romulan hegemony.	Office of the Proconsul	Lieutenant Natasha Yar	V.I.P. Diplomacy Leadership Treachery Youth
Shaka, When the Walls Fell (Premiere Traditional)	Trad_Open_Warp	PT49	PT	49 TU	TNG		Dilemma	[S/P]												Tamarian-related dilemma;				"Shaka, when the walls fell," means inability to understand. The incomprehensible Tamarians spoke entirely in metaphors.			Must have 2 Diplomacy and CUNNING>30 to communicate and proceed.
Shelby (Premiere Traditional)	Trad_Open_Warp	PT235	PT	235 TR	TNG		Personnel		Federation	OFFICER	6	7	4					[Cmd]		Human; Female; Support Personnel; U.S.S. Enterprise-related personnel;				Lt. Commander Shelby is an ambitious Starfleet officer. Assigned to the U.S.S. Enterprise as a specialist on the Borg.		U.S.S. Enterprise	OFFICER Leadership Exobiology
Ship Seizure (Premiere Traditional)	Trad_Open_Warp	PT136	PT	136 TC	TNG		Interrupt														Tractor Beam;			Tractor beams are focused linear graviton beams which can be used to seize or tow objects in space.			If your ship has tractor beams, tow away (discard) any empty ship in the same orbit as your own ship (except empty ships at their outpost).
Sirna Kolrami (Premiere Traditional)	Trad_Open_Warp	PT238	PT	238 TU	TNG		Personnel		Federation	V.I.P.	7	9	2					[Cmd]		Male; Mission Specialist;				Famed Federation strategist. Grandmaster of the game Stratagema.			V.I.P. Leadership
Soren (Premiere Traditional)	Trad_Open_Warp	PT240	PT	240 TU	TNG		Personnel		Federation	SCIENCE	6	6	3					[Stf]		J'Naii; Androgynous; Female; Mission Specialist; Neuter;				Androgynous J'Naii. Illegally had female feelings. Once romantically involved with Commander William T. Riker. Underwent therapy for this perversity.		Commander William T. Riker	SCIENCE Astrophysics
Spacedock (Premiere Traditional)	Trad_Open_Warp	PT92	PT	92 TC	TNG		Event																	Orbital repair and building facility for starships. Such facilities have been developed by many races.			Plays on outpost. Instantly repairs your damaged ships if they stop here. Also repairs non-aligned ships.
Starfleet Type II Phaser (Premiere Traditional)	Trad_Open_Warp	PT64	PT	64 TC	TNG		Equipment													hand weapon; phaser;				Handheld weapon can be set for stun, heat and disruption. PHASER is an acronym for PHASed Energy Rectification.			Federation and Non-Aligned use only. Each of your personnel present is STRENGTH +2. (Cumulative.)
Static Warp Bubble (Premiere Traditional)	Trad_Open_Warp	PT93	PT	93 TC	TNG		Event																	Dr. Beverly Crusher experienced a shrinking universe, shaped by her own thoughts, inside a static warp bubble created by Ensign Wesley Crusher.			Plays on table. Opponent must discard one card before ending each turn. (Not cumulative.)
Strategic Diversion (Premiere Traditional)	Trad_Open_Warp	PT186	PT	186 TU			Mission	[P]	[ROM]					30		Alpha	3							Aid preparations for an offensive invasion.			Treachery x3 + STRENGTH>30
Study "Hole in Space" (Premiere Traditional)	Trad_Open_Warp	PT187	PT	187 TR			Mission	[S]	[FED][KLI]					35		Alpha	4							Investigate mysterious void.			Leadership + Diplomacy + INTEGRITY>40
Study Lonka Pulsar (Premiere Traditional)	Trad_Open_Warp	PT188	PT	188 TR			Mission	[S]	[ROM]					40		Alpha	2							Research vibrating neutron star.			Navigation + Astrophysics + Stellar Cartography
Study Nebula (Premiere Traditional)	Trad_Open_Warp	PT189	PT	189 TR			Mission	[S]	[FED]					35		Alpha	4			Nebula;				Study and chart nebula.			Astrophysics + Stellar Cartography + CUNNING>40
Study Plasma Streamer (Premiere Traditional)	Trad_Open_Warp	PT190	PT	190 TC			Mission	[S]	[FED][ROM][KLI]					30		Alpha	4							Study stream of plasma flowing between binary stars.			Astrophysics + Youth
Study Stellar Collision (Premiere Traditional)	Trad_Open_Warp	PT191	PT	191 TC			Mission	[S]	[FED][ROM][KLI]					25		Alpha	3							Study rare collision between two gas giants.			Stellar Cartography
Subspace Interference (Premiere Traditional)	Trad_Open_Warp	PT137	PT	137 TC	TNG		Interrupt																	Disruptions of subspace communications can be caused by nebulae and other phenomena.			Prevents (nullifies) reception of {Incoming Message} OR {Hail} OR {Subspace Schism}. Both cards are discarded.
Subspace Schism (Premiere Traditional)	Trad_Open_Warp	PT138	PT	138 TU	TNG		Interrupt																	Solonagen-based aliens from another subspace domain accessed our space to abduct people for experiments.			Plays within five seconds of either players' card draw. That player must discard that card and re-draw.
Subspace Warp Rift (Premiere Traditional)	Trad_Open_Warp	PT94	PT	94 TC	TNG		Event																	Dr. Serova proved in 2370 that disastrous rifts occur in the fabric of space due to the excessive use of warp drive. Discovery led to a Federation-wide speed limit of warp 5.			Plays crosswise on any spaceline location. Any ship passing over here without stopping incurs damage.
Supernova (Premiere Traditional)	Trad_Open_Warp	PT95	PT	95 TR	TNG		Event																	The explosion of a star, usually caused by natural processes toward the end of its life cycle.			You must have {Tox Uthat} on table. Place atop any mission. Everything there is destroyed (discarded), but leave Mission card underneath for span reference.
Survey Mission (Premiere Traditional)	Trad_Open_Warp	PT192	PT	192 TR			Mission	[S]	[KLI]					35		Alpha	5			Nebula;				Study and chart dark matter nebula.			Stellar Cartography + Physics
Tachyon Detection Grid (Premiere Traditional)	Trad_Open_Warp	PT139	PT	139 TC	TNG		Interrupt																	Network of active tachyon beams between many ships. Devised by Lt. Commander Geordi La Forge in 2368 to detect cloaked vessels.			Must have at least four of your ships in play to use. Play on any cloaked ship to detect its presence. Ship is forced to de-cloak for rest of turn.
Tebok (Premiere Traditional)	Trad_Open_Warp	PT324	PT	324 TU	TNG		Personnel		Romulan	OFFICER	5	7	9					[Cmd]		Romulan; Male;				Commanding officer of the Romulan warbird that crossed the Romulan Neutral Zone in 2364.			OFFICER Diplomacy Leadership Navigation
Telepathic Alien Kidnappers (Premiere Traditional)	Trad_Open_Warp	PT96	PT	96 TU	TNG		Event																	Unknown aliens abducted Captain Jean-Luc Picard for telepathic studies about authority in 2366.			Plays on table. At end of each turn, guess a card type and point to a card in your opponent's hand. Card must be shown. If guessed correctly, card is discarded.
Temporal Causality Loop (Premiere Traditional)	Trad_Open_Warp	PT51	PT	51 TR	TNG		Dilemma	[S]						5						SCIENCE-related dilemma;				Localized distortion causes time to repeat ad infinitum. U.S.S. Bozeman was trapped for 90 years in a temporal loop that held the U.S.S. Enterprise for 17.4 days.			Unless SCIENCE and CUNNING>35, undo your last two actions of this turn and end turn. Discard dilemma.
Temporal Rift (Premiere Traditional)	Trad_Open_Warp	PT140	PT	140 TU	TNG		Interrupt																	Time displacement caused by ultra high energy explosions such as that which affected the U.S.S. Enterprise-C at Narendra III.			Plays on your ship. Ship disappears and must reappear here after two of your full turns. Discard interrupt after reappearance.
Test Mission (Premiere Traditional)	Trad_Open_Warp	PT193	PT	193 TC			Mission	[S]	[FED][KLI]					25		Alpha	3			Test mission;				Provide aid for a helium ignition project attempting to revitalize dying sun.			Physics + INTEGRITY>28
Tetryon Field (Premiere Traditional)	Trad_Open_Warp	PT97	PT	97 TC	TNG		Event																	Intense masses of subspace particles, unstable in normal space, which require ships to route through safe corridors.			Plays crosswise on any spaceline location. All ships must stop here before proceeding on next turn, unless Navigation aboard.
The Devil (Premiere Traditional)	Trad_Open_Warp	PT141	PT	141 TR	TNG		Interrupt																	Ardra recreated the human mythical figure the Devil on Ventax II.			Destroys any one {Treaty} card on table OR one {Horga'hn} on table OR one {Wind Dancer}.
The Juggler (Premiere Traditional)	Trad_Open_Warp	PT142	PT	142 TU	TNG		Interrupt																	The Juggler hosted Lwaxana Troi and Alexander Rozhenko's visit to the Parallax Colony, all the time juggling his three worlds.			Choose any player to re-shuffle the cards in their draw deck.
The Traveler: Transcendence (Premiere Traditional)	Trad_Open_Warp	PT98	PT	98 TU	TNG		Event																	Benevolent humanoid from Tau Alpha C who could transcend space and time with thought.			Place beside any player's draw deck. That player must draw one extra card at the end of each turn. Also, while in play, nullifies {Static Warp Bubble}. (Not cumulative.)
Time Travel Pod (Premiere Traditional)	Trad_Open_Warp	PT6	PT	6 TR	TNG		Artifact																	Craft from the future, stolen in the past by Berlinghoff Rasmussen for his own gain.			Place in hand until played once as an Interrupt card on any ship. That ship travels into the future (disappears for up to 5 turns). Pre-announce the return time.
Toby Russell (Premiere Traditional)	Trad_Open_Warp	PT247	PT	247 TU	TNG		Personnel		Federation	MEDICAL	6	7	4					[Stf]		Human; Female; Mission Specialist;				Dr. Toby Russell is a controversial neurogeneticist. Creator of the genetronic replicator therapy for spinal injury that saved Lieutenant Worf.		Lieutenant Worf	MEDICAL Physics
Tokath (Premiere Traditional)	Trad_Open_Warp	PT326	PT	326 TU	TNG		Personnel		Romulan	OFFICER	6	7	6					[Stf]		Romulan; Male; Support Personnel;				Established a secret prison camp in the Carraya system for dishonored Klingon survivors of the Khitomer massacre.			OFFICER Anthropology Honor
Tomalak (Premiere Traditional)	Trad_Open_Warp	PT327	PT	327 TR	TNG		Personnel		Romulan	OFFICER	6	7	9					[Cmd]		Romulan; Male; Support Personnel; U.S.S. Enterprise-related personnel;				Commander of a D'deridex-class warbird. Frequent nemesis of the U.S.S. Enterprise.	Office of the Proconsul	U.S.S. Enterprise	OFFICER Diplomacy Leadership
Toq (Premiere Traditional)	Trad_Open_Warp	PT283	PT	283 TU	TNG		Personnel		Klingon	CIVILIAN	6	5	6							Klingon; Male;				Klingon male, born in Romulan prison camp in Carraya system. Protege of Lieutenant Worf.		Lieutenant Worf	CIVILIAN Leadership Computer Skill Youth
Torak (Premiere Traditional)	Trad_Open_Warp	PT284	PT	284 TU	TNG		Personnel		Klingon	V.I.P.	5	4	7							Klingon; Governor; Male; Support Personnel;				Governor Torak served near the Federation border commanding Sector 2520 in 2369.			V.I.P. Diplomacy Geology
Toral (Premiere Traditional)	Trad_Open_Warp	PT285	PT	285 TU	TNG		Personnel		Klingon	V.I.P.	6	5	6					[Stf]		Klingon; Duras-related; High Council; Male;				Illegitimate son of Duras. Claimed leadership position on the High Council at bidding of Duras' sisters, Lursa and B'Etor.	The Great Hall	B'Etor;Duras;Lursa	V.I.P. Leadership Youth
Toreth (Premiere Traditional)	Trad_Open_Warp	PT329	PT	329 TR	TNG		Personnel		Romulan	OFFICER	5	8	7					[Cmd]		Romulan; Captain; Female;			Khazara	Female captain of Imperial Romulan warbird, Khazara. Father killed by Tal Shiar. Uncovered M'ret defection plot.		M'ret	OFFICER Leadership Honor Navigation
Tox Uthat (Premiere Traditional)	Trad_Open_Warp	PT7	PT	7 TR	TNG		Artifact																	Dangerous quantum phase inhibitor invented in the future by Kal Dano who hid it in the 22nd century for safekeeping.			Place in hand until played on table as an event ({supernova} can be played on later turn) OR as an interrupt (prevents supernova). Discard after use.
T'Pan (Premiere Traditional)	Trad_Open_Warp	PT241	PT	241 TU	TNG		Personnel		Federation	SCIENCE	8	9	4					[Stf]		Vulcan; Female; Support Personnel;				Vulcan female. Dr. T'Pan served as director of the prestigious Vulcan Science Academy. Preeminent expert in subspace morphology.			SCIENCE SCIENCE Mindmeld
Transwarp Conduit (Premiere Traditional)	Trad_Open_Warp	PT143	PT	143 TU	TNG		Interrupt																	New Borg technology which creates an artificial subspace tunnel that increases effective warp speed.			Select a ship. It can move double range for this turn.
Treaty: Federation/Klingon (Premiere Traditional)	Trad_Open_Warp	PT99	PT	99 TC	TNG		Event													Federation treaty; Klingon treaty;				Past treaties between these powers included the Treaty of Alliance creating mutual aid and defense without intervention.			Plays on table. Your Federation and Klingon affiliations recognize this treaty. They can now mix and cooperate.
Treaty: Federation/Romulan (Premiere Traditional)	Trad_Open_Warp	PT100	PT	100 TC	TNG		Event													Federation treaty; Romulan treaty;				Past treaties between these powers include the Treaty of Algeron, which created a neutral zone and outlawed Federation cloaking devices.			Plays on table. Your Federation and Romulan affiliations recognize this treaty. They can now mix and cooperate.
Treaty: Romulan/Klingon (Premiere Traditional)	Trad_Open_Warp	PT101	PT	101 TC	TNG		Event													Klingon treaty; Romulan treaty;				Historically bitter enemies, these two powers had a brief, failed alliance to share technology around 2268.			Plays on table. Your Romulan and Klingon affiliations recognize this treaty. They can now mix and cooperate.
Tricorder (Premiere Traditional)	Trad_Open_Warp	PT65	PT	65 TC	TNG		Equipment													ENGINEER-related equipment; SCIENCE-related equipment;				Representative of a multipurpose handheld device combining sensors, computers, and recorders. Such equipment has been developed by many races.			Gives all of your ENGINEER-classification personnel the extra skill of SCIENCE where present.
Tsiolkovsky Infection (Premiere Traditional)	Trad_Open_Warp	PT52	PT	52 TR	TNG		Dilemma	[S]												MEDICAL-related dilemma; Virus-related dilemma;				Variety of water-based Psi 2000 virus. Passed by perspiration. Creates dangerous intoxication-like instability among a crew.			Place aboard ship. It is now infected. Mission continues, but all personnel, while aboard, lose their first-listed skill. Cure with 3 MEDICAL. (Not cumulative.)
Two-Dimensional Creatures (Premiere Traditional)	Trad_Open_Warp	PT53	PT	53 TU	TNG		Dilemma	[S]												SCIENCE-related dilemma;				Perfectly flat spaceborne creatures from a two-dimensional spatial continuum. Ensnared the U.S.S. Enterprise in 2367 and impeded Counselor Deanna Troi's empathic abilities.			Place on ship. Empaths aboard are disabled. Ship can't move until SCIENCE and ENGINEER aboard, discarding dilemma and curing empaths.
U.S.S. Brittain (Premiere Traditional)	Trad_Open_Warp	PT333	PT	333 TR	TNG		Ship		Federation	Miranda Class	6	5	6						[Stf] 	Federation ship; Tractor Beam;				Starship found trapped in a Tyken's Rift in 2367. All but one of crew killed by REM sleep deprivation.			Tractor Beam
U.S.S. Enterprise (Premiere Traditional)	Trad_Open_Warp	PT334	PT	334 TR	TNG		Ship		Federation	Galaxy Class	9	8	9						[Cmd][Stf][Stf] 	Federation ship; Holodeck; Tractor Beam;				The fifth Starfleet ship named Enterprise, launched in 2363. Built at the Utopia Planetia shipyards orbiting Mars.			Holodeck, Tractor Beam
U.S.S. Hood (Premiere Traditional)	Trad_Open_Warp	PT337	PT	337 TR	TNG		Ship		Federation	Excelsior Class	7	6	7						[Stf][Stf] 	Federation ship; Tractor Beam;			Captain Robert DeSoto	Registry number NCC-42296. Named for the 20th century admiral, Sir Horace Hood. Commanded by Captain Robert DeSoto.			Tractor Beam
U.S.S. Phoenix (Premiere Traditional)	Trad_Open_Warp	PT341	PT	341 TR	TNG		Ship		Federation	Nebula Class	7	7	8						[Cmd][Stf] 	Federation ship; Holodeck; Tractor Beam;				Commanded by Captain Benjamin Maxwell. Last assigned to the Cardassian/Federation border.			Holodeck, Tractor Beam
U.S.S. Sutherland (Premiere Traditional)	Trad_Open_Warp	PT342	PT	342 TU	TNG		Ship		Federation	Nebula Class	7	7	7						[Cmd][Stf] 	Federation ship; Holodeck; Tractor Beam;				Named for Horatio Hornblower's fictional flagship. Briefly commanded by Lt. Commander Data during the Klingon Civil War blockade.			Holodeck, Tractor Beam
U.S.S. Yamato (Premiere Traditional)	Trad_Open_Warp	PT343	PT	343 TR	TNG		Ship		Federation	Galaxy Class	8	8	8						[Cmd][Stf][Stf] 	Federation ship; Holodeck; Tractor Beam;				Named for a Japanese WWII battleship. Sister ship of the U.S.S. Enterprise. Commanded by Captain Donald Varley.			Holodeck, Tractor Beam
Vagh (Premiere Traditional)	Trad_Open_Warp	PT287	PT	287 TU	TNG		Personnel		Klingon	V.I.P.	7	5	6							Klingon; Governor; Male; Support Personnel;				Klingon Governor of the Kriosian system. Target of an assassination attempt by Lt. Commander Geordi La Forge, acting under Romulan mind control.		Lt. Commander Geordi La Forge	V.I.P. Diplomacy Anthropology
Varon-T Disruptor (Premiere Traditional)	Trad_Open_Warp	PT8	PT	8 TR	TNG		Artifact													disruptor; Equipment-artifacts; hand weapon;				Only five of these pistols were made before being banned by the Federation. These vicious weapons disrupt the body from the inside out, causing a slow and painful death.			Use as Equipment card. Doubles your personnel's STRENGTH where present. (Not cumulative.)
Vash (Premiere Traditional)	Trad_Open_Warp	PT248	PT	248 TR	TNG		Personnel		Federation	CIVILIAN	3	8	4							Human; Female;				Extraordinary archaeology treasure hunter. Traveled with Q. Romantically involved with Captain Jean-Luc Picard. Lovable character, not to be trusted.		Captain Jean-Luc Picard	CIVILIAN Archaeology x 2 Treachery Anthropology
Vulcan Mindmeld (Premiere Traditional)	Trad_Open_Warp	PT144	PT	144 TU	TNG		Interrupt													Vulcan-related interrupt;				Ancient Vulcan ritual which telepathically links minds to intimately share each other's thoughts and knowledge.			Plays on any location. Each of your Mindmeld personnel there may select another of your personnel's skills to their own until end of turn.
Vulcan Stone of Gol (Premiere Traditional)	Trad_Open_Warp	PT9	PT	9 TR	TNG		Artifact													Vulcan-related Artifact;				Ancient Vulcan telepathic weapon. Kills by magnifying aggressive and violent thoughts, but can be blocked by peaceful thoughts.			Place in hand until played as an Event card. Kills everyone in an Away Team without Youth OR CUNNING>7. Discard artifact.
Warp Core Breach (Premiere Traditional)	Trad_Open_Warp	PT102	PT	102 TR	TNG		Event														Borg ship;			In warp propulsion systems, if the magnetic confinement field collapses, matter and antimatter collide causing the ship to explode.			Plays on any ship, except {Borg ship}. Ship explodes at end of owner's next turn, unless ENGINEER aboard by then. Discard after use.
Wesley Crusher (Premiere Traditional)	Trad_Open_Warp	PT249	PT	249 TR	TNG		Personnel		Federation	OFFICER	6	8	5					[Stf]		Human; Male; U.S.S. Enterprise-related personnel;				Ensign Wesley Crusher was a child prodigy. Prot g of the Traveler. Son of Dr. Beverly Crusher. Saved the U.S.S. Enterprise 3 1/2 times as a teenager.		Dr. Beverly Crusher;U.S.S. Enterprise	OFFICER Youth Computer Skill Navigation ENGINEER Astrophysics
Where No One Has Gone Before (Premiere Traditional)	Trad_Open_Warp	PT103	PT	103 TC	TNG		Event																	The Traveler transcends space with thought. Took the U.S.S. Enterprise to Galaxy M-33, then to an even greater extragalactic distance.			Plays on table. Allows all your ships to leave one end of the spaceline and enter the other end.
William T. Riker (Premiere Traditional)	Trad_Open_Warp	PT250	PT	250 TR	TNG		Personnel		Federation	OFFICER	8	7	7					[Cmd]		Human; Cook; Male; U.S.S. Enterprise-related personnel;				Commander William T. Riker is the executive officer of U.S.S. Enterprise. Imzadi to Deanna Troi. Gourmet cook. Jazz musician.		Deanna Troi;U.S.S. Enterprise	OFFICER Diplomacy Leadership Navigation Honor Music
Wind Dancer (Premiere Traditional)	Trad_Open_Warp	PT54	PT	54 TR	TNG		Dilemma	[P]																Sentry of the Parallax Colony. Only allows those whose hearts are joyous to pass.			To get past, {Lwaxana Troi} must be present OR at least one Away Team member must have: Youth OR Music OR STRENGTH>9.
Worf (Premiere Traditional)	Trad_Open_Warp	PT251	PT	251 TR	TNG		Personnel		Federation	SECURITY	8	6	10					[Cmd]		Klingon; Male; U.S.S. Enterprise-related personnel;				Lieutenant Worf is chief of security on the U.S.S. Enterprise. Klingon warrior and Starfleet officer. Son of Mogh. Raised on Earth by foster parents.		U.S.S. Enterprise;Mogh	SECURITY Honor x 2 Navigation Diplomacy
Wormhole (Premiere Traditional)	Trad_Open_Warp	PT145	PT	145 TC	TNG		Interrupt																	An unstable tunnel through subspace that links to locations in normal space/time.			Requires two wormholes. Play one on any ship just as it begins to move. Play the other where the ship immediately emerges. Discard wormholes.
Wormhole Negotiations (Premiere Traditional)	Trad_Open_Warp	PT194	PT	194 TR			Mission	[S]	[FED][ROM][KLI]					45		Alpha	4							Study and negotiate for exclusive use of Barzan wormhole.			Diplomacy x5 OR Honor x4 OR Treachery x4
Betazoid Gift Box (Premiere Traditional)	Trad_Open_Warp	PT1	PT	1 TR	TNG		Artifact																	Traditional device for presenting important gifts. Its sculpted face comes to life boisterously presenting its contents to the recipient.			Immediately look through your draw deck for up to thirty seconds and choose three cards to place in your hand. Reshuffle draw deck and discard artifact.
